lat,long,dist
18.058486,-66.033271,0.0003178432891622637
18.058487600000003,-66.03326480000001,0.0003178432891622637
18.058485600000004,-66.03325840000001,0.0003178432891622637
18.058480399999997,-66.03324839999999,0.0003178432891622637
18.058477,-66.0332434,0.0003178432891622637
18.0584764,-66.03324280000001,0.0003178432891622637
18.0584816,-66.03324160000001,0.0003178432891622637
18.05849,-66.0332506,0.0003178432891622637
18.0584994,-66.03325960000001,0.0003178432891622637
18.0585064,-66.03327,0.0003178432891622637
18.058516,-66.0332836,0.0003178432891622637
18.058523,-66.0332922,0.0003178432891622637
18.0585314,-66.03330000000001,0.0003178432891622637
18.0585332,-66.03329820000002,0.0003178432891622637
18.0585284,-66.03328640000001,0.0003178432891622637
18.058522000000004,-66.0332688,0.0003178432891622637
18.058516200000003,-66.0332506,0.0003178432891622637
18.0585146,-66.0332326,0.0003178432891622637
18.0585146,-66.0332138,0.0003178432891622637
18.058515600000003,-66.0331944,0.0003178432891622637
18.0585168,-66.033175,0.0003178432891622637
18.0585192,-66.0331546,0.0003178432891622637
18.0585262,-66.03313560000001,0.0003178432891622637
18.0585368,-66.03312,0.0003178432891622637
18.058549,-66.03310400000001,0.0003178432891622637
18.0585646,-66.03309180000001,0.0003178432891622637
18.0585768,-66.033078,0.0003178432891622637
18.058594199999998,-66.0330634,0.0003178432891622637
18.0586096,-66.0330496,0.0003178432891622637
18.0586288,-66.03303340000001,0.0003178432891622637
18.058646,-66.03302000000001,0.0003178432891622637
18.0586658,-66.03300680000001,0.0003178432891622637
18.0586866,-66.03299679999999,0.0003178432891622637
18.0587102,-66.03298720000001,0.0003178432891622637
18.0587326,-66.03298120000001,0.0003178432891622637
18.058754999999998,-66.0329748,0.0003178432891622637
18.0587748,-66.0329698,0.0003178432891622637
18.058796,-66.03296540000001,0.0003178432891622637
18.058815600000006,-66.0329626,0.0003178432891622637
18.058835400000003,-66.032963,0.0003178432891622637
18.0588562,-66.0329654,0.0003178432891622637
18.0588776,-66.03296759999999,0.0003178432891622637
18.0588984,-66.03296920000001,0.0003178432891622637
18.0589176,-66.03296999999999,0.0003178432891622637
18.058937399999998,-66.0329672,0.0003178432891622637
18.0589576,-66.032965,0.0003178432891622637
18.0589796,-66.03296060000001,0.0003178432891622637
18.0589982,-66.03295920000001,0.0003178432891622637
18.0590186,-66.0329572,0.0003178432891622637
18.0590368,-66.0329564,0.0003178432891622637
18.05906,-66.03295460000001,0.0003178432891622637
18.0590822,-66.032953,0.0003178432891622637
18.059106399999997,-66.0329506,0.0003178432891622637
18.0591236,-66.03295039999999,0.0003178432891622637
18.059141600000004,-66.0329478,0.0003178432891622637
18.0591566,-66.032942,0.0003178432891622637
18.059174400000003,-66.0329338,0.0003178432891622637
18.0591954,-66.0329222,0.0003178432891622637
18.059213600000003,-66.0329122,0.0003178432891622637
18.059235,-66.0329006,0.0003178432891622637
18.0592526,-66.0328904,0.0003178432891622637
18.0592742,-66.03288260000001,0.0003178432891622637
18.0592946,-66.03287320000001,0.0003178432891622637
18.0593156,-66.032861,0.0003178432891622637
18.0593322,-66.032845,0.0003178432891622637
18.0593474,-66.032826,0.0003178432891622637
18.0593622,-66.0328092,0.0003178432891622637
18.0593788,-66.0327934,0.0003178432891622637
18.0593876,-66.03277360000001,0.0003178432891622637
18.059395,-66.0327546,0.0003178432891622637
18.0593956,-66.0327316,0.0003178432891622637
18.0594008,-66.03271140000001,0.0003178432891622637
18.059402400000003,-66.0327082,0.0003178432891622637
18.059404999999998,-66.0327142,0.0003178432891622637
18.059407399999998,-66.0327348,0.0003178432891622637
18.059416600000002,-66.03275479999999,0.0003178432891622637
